EmployeeNumber,Age,AgeGroup,Gender,MaritalStatus,EducationField,Department,JobRole,JobLevel,BusinessTravel,MonthlyIncome,PercentSalaryHike,StockOptionLevel,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,YearsAtCompany,TenureBand,YearsInCurrentRole,YearsSinceLastPromotion,TotalWorkingYears,NumCompaniesWorked,OverTime,OverTime_Flag,DistanceFromHome,FlightRiskScore,RiskSegment,Attrition,Attrition_Flag
164,26,26-35,Female,Married,Other,Research & Development,Research Scientist,1,Travel_Rarely,2368,19,0,2,3,3,2,2,5,3-5 yrs,4,4,5,1,No,0,6,0.5398538704581359,Moderate Risk,No,0
165,58,46-60,Female,Married,Medical,Research & Development,Healthcare Representative,3,Travel_Rarely,10312,12,1,4,4,4,2,3,40,20+ yrs,10,15,40,1,No,0,23,0.2020221169036335,Genuinely Retained,Yes,1
167,19,18-25,Male,Single,Marketing,Sales,Sales Representative,1,Travel_Rarely,1675,19,0,3,4,4,2,3,0,0-2 yrs,0,0,0,1,Yes,1,22,0.7763191153238546,High Flight Risk,Yes,1
169,22,18-25,Male,Married,Technical Degree,Research & Development,Laboratory Technician,1,Travel_Rarely,2523,14,1,4,3,3,3,3,2,0-2 yrs,1,2,3,0,No,0,2,0.3290547656661401,Stable but Disengaged,No,0
170,49,46-60,Female,Married,Medical,Research & Development,Manufacturing Director,2,Travel_Rarely,6567,14,0,1,3,3,2,3,15,11-20 yrs,11,5,16,1,No,0,20,0.5539639283833596,Moderate Risk,No,0
171,43,36-45,Female,Single,Medical,Research & Development,Research Scientist,1,Travel_Frequently,4739,12,0,3,2,4,3,4,3,3-5 yrs,2,1,18,4,No,0,28,0.38654949973670355,Stable but Disengaged,No,0
174,50,46-60,Female,Single,Marketing,Sales,Sales Executive,3,Travel_Frequently,9208,11,0,4,3,4,3,3,2,0-2 yrs,2,2,16,4,No,0,12,0.2586492890995261,Stable but Disengaged,No,0
175,31,26-35,Female,Married,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,4559,11,1,3,2,3,3,1,2,0-2 yrs,2,2,4,3,Yes,1,20,0.6909452343338599,High Flight Risk,Yes,1
176,41,36-45,Male,Divorced,Life Sciences,Sales,Sales Executive,3,Travel_Rarely,8189,13,1,3,3,3,3,3,9,6-10 yrs,7,0,12,3,Yes,1,9,0.6352145866245392,Moderate Risk,No,0
177,26,26-35,Female,Married,Life Sciences,Human Resources,Human Resources,1,Travel_Rarely,2942,23,1,3,3,4,3,3,8,6-10 yrs,7,5,8,1,No,0,25,0.39297525013164825,Stable but Disengaged,No,0
178,36,36-45,Male,Divorced,Medical,Research & Development,Manufacturing Director,2,Travel_Rarely,4941,20,2,2,2,4,3,3,3,3-5 yrs,2,0,7,6,No,0,6,0.46775539757767254,Moderate Risk,No,0
179,51,46-60,Male,Single,Life Sciences,Research & Development,Manufacturing Director,3,Travel_Frequently,10650,15,0,4,1,4,3,1,4,3-5 yrs,2,0,18,2,No,0,8,0.2384623486045287,Genuinely Retained,Yes,1
182,39,36-45,Female,Married,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,5902,14,1,3,4,3,4,2,15,11-20 yrs,11,5,17,4,No,0,4,0.2943009478672986,Stable but Disengaged,No,0
183,25,18-25,Male,Married,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,8639,18,0,3,1,4,3,2,2,0-2 yrs,2,2,6,2,No,0,28,0.3479752501316482,Stable but Disengaged,No,0
184,30,26-35,Male,Married,Human Resources,Human Resources,Human Resources,2,Travel_Rarely,6347,19,0,4,3,4,1,3,11,11-20 yrs,9,4,12,0,Yes,1,9,0.6662809373354397,High Flight Risk,No,0
190,32,26-35,Female,Single,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,4200,22,0,1,1,1,4,3,5,3-5 yrs,4,0,10,7,No,0,9,0.5038928383359663,Moderate Risk,Yes,1
192,45,36-45,Male,Single,Medical,Research & Development,Research Scientist,1,Travel_Rarely,3452,13,0,4,3,2,2,3,6,6-10 yrs,5,0,9,5,No,0,29,0.3592706687730384,Stable but Disengaged,No,0
193,38,36-45,Female,Single,Technical Degree,Research & Development,Research Scientist,2,Travel_Rarely,4317,20,0,3,4,2,3,3,3,3-5 yrs,2,2,19,3,Yes,1,3,0.690993944181148,High Flight Risk,No,0
194,30,26-35,Female,Single,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,2632,14,0,3,1,3,2,3,5,3-5 yrs,4,0,5,1,No,0,18,0.45374012638230654,Moderate Risk,No,0
195,32,26-35,Male,Divorced,Medical,Sales,Sales Executive,2,Travel_Frequently,4668,17,3,4,4,4,4,1,8,6-10 yrs,7,0,9,0,No,0,9,0.24146392838335967,Genuinely Retained,No,0
197,30,26-35,Female,Divorced,Technical Degree,Research & Development,Research Scientist,1,Travel_Rarely,3204,14,1,1,4,4,3,3,3,3-5 yrs,2,2,8,5,No,0,5,0.569382569773565,Moderate Risk,No,0
198,30,26-35,Male,Single,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,2720,13,0,4,2,4,3,2,5,3-5 yrs,3,1,6,0,No,0,2,0.31947998946814116,Stable but Disengaged,No,0
199,41,36-45,Male,Divorced,Life Sciences,Research & Development,Manager,4,Travel_Frequently,17181,13,1,1,4,2,2,2,7,6-10 yrs,6,7,21,4,No,0,10,0.4621787783043707,Moderate Risk,No,0
200,41,36-45,Male,Married,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,2238,21,1,1,3,4,3,3,5,3-5 yrs,0,1,7,2,No,0,9,0.574556345444971,Moderate Risk,No,0
201,19,18-25,Female,Single,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,1483,14,0,2,2,4,3,3,1,0-2 yrs,0,0,1,1,No,0,3,0.5091745655608215,Moderate Risk,No,0
202,40,36-45,Female,Divorced,Medical,Research & Development,Research Scientist,2,Travel_Frequently,5605,11,1,2,2,1,3,3,20,11-20 yrs,7,2,20,1,No,0,26,0.41826224328593997,Stable but Disengaged,No,0
204,35,26-35,Male,Married,Marketing,Sales,Sales Executive,3,Travel_Rarely,7295,13,2,2,3,1,3,3,10,6-10 yrs,8,0,10,1,No,0,1,0.42546340179041603,Stable but Disengaged,No,0
205,53,46-60,Male,Married,Marketing,Sales,Sales Representative,2,Travel_Rarely,2306,20,1,3,2,4,1,3,7,6-10 yrs,7,4,13,2,Yes,1,6,0.8021735123749342,High Flight Risk,No,0
206,45,36-45,Male,Divorced,Life Sciences,Research & Development,Laboratory Technician,2,Travel_Rarely,2348,18,1,2,2,3,1,3,17,11-20 yrs,9,0,20,8,No,0,9,0.5600645076355977,Moderate Risk,No,0
207,32,26-35,Female,Single,Marketing,Sales,Sales Executive,3,Travel_Frequently,8998,14,0,4,2,4,3,3,9,6-10 yrs,8,3,9,1,No,0,8,0.24336097946287522,Genuinely Retained,No,0
208,29,26-35,Male,Married,Technical Degree,Research & Development,Manufacturing Director,2,Non-Travel,4319,13,1,3,4,1,3,3,10,6-10 yrs,7,0,10,1,No,0,1,0.3734728804634018,Stable but Disengaged,No,0
211,51,46-60,Male,Married,Medical,Research & Development,Manufacturing Director,2,Travel_Rarely,6132,17,0,3,2,3,3,2,1,0-2 yrs,0,0,10,2,No,0,7,0.37687862032648767,Stable but Disengaged,No,0
214,58,46-60,Female,Married,Medical,Research & Development,Research Scientist,1,Travel_Rarely,3346,20,1,2,2,2,2,2,1,0-2 yrs,0,0,9,4,Yes,1,9,0.8395537124802528,High Flight Risk,No,0
215,40,36-45,Male,Married,Marketing,Sales,Sales Executive,3,Travel_Rarely,10855,11,1,4,3,1,2,2,12,11-20 yrs,11,2,15,7,No,0,4,0.26630331753554504,Stable but Disengaged,No,0
216,34,26-35,Female,Married,Marketing,Sales,Sales Representative,1,Travel_Frequently,2231,18,1,3,3,4,3,3,4,3-5 yrs,3,1,6,6,No,0,2,0.41046340179041607,Stable but Disengaged,No,0
217,22,18-25,Male,Married,Medical,Research & Development,Research Scientist,1,Travel_Rarely,2323,24,2,4,3,1,3,3,2,0-2 yrs,2,2,2,1,No,0,19,0.33116113744075826,Stable but Disengaged,No,0
218,27,26-35,Male,Divorced,Medical,Research & Development,Research Scientist,1,Non-Travel,2024,18,1,2,4,4,1,3,2,0-2 yrs,2,2,6,6,No,0,9,0.6009768299104792,Moderate Risk,No,0
221,28,26-35,Male,Married,Medical,Research & Development,Research Scientist,1,Travel_Rarely,2713,11,1,4,3,3,1,3,5,3-5 yrs,2,0,5,1,No,0,21,0.4195537124802528,Stable but Disengaged,No,0
223,57,46-60,Male,Divorced,Life Sciences,Research & Development,Healthcare Representative,3,Travel_Rarely,9439,16,1,4,3,2,1,4,5,3-5 yrs,3,1,12,3,Yes,1,24,0.648716429699842,Moderate Risk,No,0
224,27,26-35,Male,Divorced,Medical,Research & Development,Research Scientist,1,Non-Travel,2566,15,1,3,3,4,2,2,1,0-2 yrs,1,0,1,1,Yes,1,3,0.7644352290679305,High Flight Risk,No,0
226,50,46-60,Female,Single,Life Sciences,Research & Development,Manager,5,Travel_Rarely,19926,15,0,2,3,2,3,3,5,3-5 yrs,4,4,21,3,No,0,11,0.30493549236440237,Stable but Disengaged,No,0
227,41,36-45,Male,Divorced,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,2451,12,1,3,1,1,3,3,9,6-10 yrs,8,1,13,4,No,0,14,0.39564639283833597,Stable but Disengaged,No,0
228,30,26-35,Female,Married,Life Sciences,Sales,Sales Executive,3,Travel_Rarely,9419,12,1,4,2,3,3,3,10,6-10 yrs,9,7,12,2,No,0,5,0.23642706687730386,Genuinely Retained,No,0
230,38,36-45,Female,Single,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,8686,22,0,4,1,3,4,2,8,6-10 yrs,3,0,12,4,No,0,1,0.19914691943127966,Genuinely Retained,No,0
231,32,26-35,Male,Single,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,3038,20,0,3,3,1,3,3,5,3-5 yrs,4,1,8,3,No,0,6,0.39946419167983155,Stable but Disengaged,No,0
233,27,26-35,Male,Married,Technical Degree,Research & Development,Research Scientist,1,Travel_Rarely,3058,16,1,2,3,4,2,3,5,3-5 yrs,2,1,6,0,Yes,1,17,0.832586887835703,High Flight Risk,No,0
235,19,18-25,Female,Single,Technical Degree,Sales,Sales Representative,1,Travel_Frequently,2325,21,0,1,3,1,4,1,0,0-2 yrs,0,0,1,0,No,0,1,0.5361400737230121,Moderate Risk,Yes,1
238,36,36-45,Male,Single,Medical,Research & Development,Laboratory Technician,1,Travel_Frequently,2088,12,0,2,4,3,2,3,8,6-10 yrs,7,7,13,4,No,0,3,0.5353027909426014,Moderate Risk,No,0
239,30,26-35,Male,Divorced,Medical,Research & Development,Laboratory Technician,2,Non-Travel,3072,11,2,1,3,3,3,3,12,11-20 yrs,9,6,12,1,No,0,9,0.5482727751448131,Moderate Risk,No,0
240,45,36-45,Female,Divorced,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,5006,11,1,1,3,1,4,3,5,3-5 yrs,4,0,9,4,Yes,1,4,0.795404160084255,High Flight Risk,No,0
241,56,46-60,Female,Divorced,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,4257,18,1,1,3,3,3,3,2,0-2 yrs,2,2,19,4,Yes,1,8,0.8607925223802002,High Flight Risk,No,0
242,33,26-35,Male,Single,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,2500,14,0,4,3,1,4,3,3,3-5 yrs,1,0,4,0,No,0,2,0.2767969984202212,Stable but Disengaged,No,0
243,19,18-25,Male,Single,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,1102,22,0,4,2,3,2,2,1,0-2 yrs,0,1,1,1,No,0,2,0.3965205371248025,Stable but Disengaged,Yes,1
244,46,46-60,Female,Divorced,Marketing,Sales,Sales Executive,3,Travel_Rarely,10453,25,3,1,2,3,3,3,24,20+ yrs,13,15,24,1,No,0,1,0.4405371248025276,Stable but Disengaged,No,0
245,38,36-45,Female,Single,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,2288,12,0,4,3,3,3,3,2,0-2 yrs,2,2,2,1,No,0,9,0.33152975250131655,Stable but Disengaged,No,0
246,31,26-35,Female,Married,Medical,Research & Development,Research Scientist,1,Travel_Rarely,3929,23,1,4,3,3,3,3,4,3-5 yrs,2,0,7,8,Yes,1,12,0.609246972090574,Moderate Risk,No,0
247,34,26-35,Female,Single,Medical,Research & Development,Research Scientist,1,Travel_Rarely,2311,15,0,2,4,4,3,3,3,3-5 yrs,2,1,9,2,No,0,27,0.4954541864139021,Moderate Risk,No,0
248,41,36-45,Female,Single,Marketing,Sales,Sales Representative,1,Travel_Rarely,3140,22,0,2,2,4,2,3,4,3-5 yrs,3,0,4,1,Yes,1,20,0.8342232754081095,High Flight Risk,Yes,1
249,50,46-60,Male,Married,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,3690,15,1,3,3,4,2,2,3,3-5 yrs,2,0,5,2,No,0,1,0.4475974196945761,Stable but Disengaged,No,0
250,53,46-60,Female,Divorced,Medical,Research & Development,Manufacturing Director,2,Travel_Rarely,4450,11,2,1,4,3,3,4,4,3-5 yrs,2,1,5,1,No,0,13,0.5537598736176935,Moderate Risk,No,0
252,33,26-35,Female,Married,Medical,Research & Development,Research Scientist,1,Travel_Rarely,2756,13,1,2,4,4,3,3,8,6-10 yrs,7,1,8,1,No,0,14,0.47826750921537653,Moderate Risk,No,0
253,40,36-45,Female,Married,Medical,Research & Development,Manager,5,Travel_Rarely,19033,14,1,3,4,2,3,3,20,11-20 yrs,8,9,21,1,No,0,4,0.19350710900473933,Genuinely Retained,No,0
254,55,46-60,Male,Single,Medical,Research & Development,Research Director,5,Travel_Rarely,18722,11,0,2,3,4,3,4,24,20+ yrs,15,2,36,8,No,0,14,0.270115850447604,Stable but Disengaged,No,0
256,34,26-35,Male,Married,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Frequently,9547,17,0,3,4,3,2,2,10,6-10 yrs,9,1,10,1,No,0,2,0.3684123222748816,Stable but Disengaged,No,0
258,51,46-60,Female,Single,Medical,Research & Development,Healthcare Representative,4,Travel_Rarely,13734,18,0,2,4,3,3,3,7,6-10 yrs,7,1,21,3,No,0,3,0.36514876250658246,Stable but Disengaged,No,0
259,52,46-60,Male,Married,Life Sciences,Research & Development,Manager,5,Travel_Rarely,19999,14,1,3,3,1,3,2,33,20+ yrs,18,11,34,0,No,0,1,0.15083333333333337,Genuinely Retained,No,0
260,27,26-35,Female,Single,Medical,Research & Development,Research Scientist,1,Travel_Rarely,2279,16,0,2,4,4,2,3,7,6-10 yrs,7,0,7,1,No,0,9,0.535791205897841,Moderate Risk,No,0
261,35,26-35,Male,Married,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,5916,13,0,3,2,1,3,2,1,0-2 yrs,0,0,8,3,Yes,1,23,0.6791535018430753,High Flight Risk,Yes,1
262,43,36-45,Male,Divorced,Medical,Research & Development,Research Scientist,1,Non-Travel,2089,14,3,4,4,4,4,4,5,3-5 yrs,4,2,7,4,No,0,7,0.27612559241706164,Stable but Disengaged,No,0
264,45,36-45,Male,Married,Medical,Research & Development,Manager,4,Non-Travel,16792,23,1,4,1,4,3,2,20,11-20 yrs,8,11,22,9,No,0,2,0.13377567140600316,Genuinely Retained,No,0
267,37,36-45,Male,Married,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,3564,12,1,1,2,1,2,4,8,6-10 yrs,7,1,8,1,Yes,1,21,0.9030911005792523,High Flight Risk,No,0
269,35,26-35,Female,Single,Medical,Research & Development,Laboratory Technician,2,Travel_Frequently,4425,11,0,2,2,4,3,3,6,6-10 yrs,2,1,10,5,No,0,2,0.4656898367561875,Moderate Risk,No,0
270,42,36-45,Female,Divorced,Medical,Research & Development,Manufacturing Director,2,Non-Travel,5265,16,1,3,3,2,3,3,5,3-5 yrs,3,0,11,2,No,0,21,0.37600974196945763,Stable but Disengaged,No,0
271,38,36-45,Male,Married,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,6553,14,0,3,4,2,3,3,1,0-2 yrs,0,0,14,9,No,0,2,0.3724447077409163,Stable but Disengaged,No,0
273,38,36-45,Male,Married,Technical Degree,Research & Development,Manufacturing Director,2,Travel_Rarely,6261,18,1,4,4,1,1,3,7,6-10 yrs,7,1,9,3,No,0,29,0.37718667719852556,Stable but Disengaged,No,0
274,27,26-35,Male,Married,Technical Degree,Research & Development,Manufacturing Director,2,Travel_Frequently,4298,19,1,1,3,3,3,2,2,0-2 yrs,2,2,6,5,No,0,1,0.5603607161664034,Moderate Risk,No,0
275,49,46-60,Male,Divorced,Life Sciences,Research & Development,Manufacturing Director,2,Non-Travel,6804,15,2,4,4,1,3,3,7,6-10 yrs,7,1,7,1,Yes,1,18,0.5714678778304371,Moderate Risk,No,0
277,34,26-35,Male,Divorced,Medical,Research & Development,Research Scientist,1,Travel_Frequently,3815,17,1,3,4,4,4,3,5,3-5 yrs,3,2,5,1,Yes,1,10,0.6412809373354397,Moderate Risk,No,0
281,40,36-45,Male,Married,Medical,Research & Development,Laboratory Technician,2,Travel_Rarely,2741,15,1,4,3,3,4,3,7,6-10 yrs,2,3,15,8,Yes,1,19,0.5642588204318062,Moderate Risk,No,0
282,38,36-45,Male,Married,Medical,Research & Development,Healthcare Representative,2,Travel_Rarely,6673,19,0,1,2,2,3,3,1,0-2 yrs,0,0,17,7,Yes,1,29,0.8378475513428122,High Flight Risk,Yes,1
283,29,26-35,Female,Married,Marketing,Sales,Sales Executive,3,Travel_Rarely,7639,22,3,4,2,4,2,3,10,6-10 yrs,4,1,10,1,No,0,27,0.305173775671406,Stable but Disengaged,Yes,1
284,22,18-25,Male,Divorced,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,2328,16,1,2,4,1,2,4,4,3-5 yrs,2,2,4,1,Yes,1,5,0.8427751448130595,High Flight Risk,No,0
286,36,36-45,Female,Single,Medical,Research & Development,Laboratory Technician,1,Travel_Frequently,2153,13,0,4,2,1,3,3,8,6-10 yrs,1,1,8,1,No,0,18,0.3179515534491838,Stable but Disengaged,No,0
287,40,36-45,Male,Married,Life Sciences,Research & Development,Healthcare Representative,2,Non-Travel,4876,14,1,4,4,4,1,2,3,3-5 yrs,2,0,5,9,No,0,9,0.4017733017377567,Stable but Disengaged,No,0
288,46,46-60,Male,Divorced,Medical,Research & Development,Healthcare Representative,3,Travel_Rarely,9396,16,1,1,4,3,3,3,4,3-5 yrs,2,0,17,7,No,0,1,0.501669299631385,Moderate Risk,No,0
291,32,26-35,Male,Married,Medical,Sales,Sales Executive,3,Travel_Rarely,10400,11,0,4,4,3,2,1,14,11-20 yrs,8,9,14,1,No,0,4,0.26609531332280145,Stable but Disengaged,Yes,1
292,30,26-35,Male,Single,Life Sciences,Research & Development,Manufacturing Director,3,Non-Travel,8474,22,0,3,3,3,3,2,11,11-20 yrs,8,5,12,1,No,0,1,0.3272130068457083,Stable but Disengaged,No,0
293,27,26-35,Female,Single,Life Sciences,Sales,Sales Executive,2,Travel_Frequently,9981,14,0,3,4,4,3,3,7,6-10 yrs,7,0,7,1,No,0,20,0.32134149552396,Stable but Disengaged,No,0
296,51,46-60,Male,Married,Life Sciences,Research & Development,Research Director,3,Travel_Rarely,12490,16,2,2,2,4,1,2,10,6-10 yrs,9,4,16,5,No,0,8,0.4707503949447078,Moderate Risk,No,0
297,30,26-35,Female,Single,Technical Degree,Research & Development,Research Scientist,1,Travel_Rarely,2657,11,0,1,4,3,3,3,5,3-5 yrs,2,0,8,5,Yes,1,3,0.870143496577146,High Flight Risk,Yes,1
298,41,36-45,Female,Single,Life Sciences,Sales,Manager,3,Travel_Rarely,13591,18,0,4,4,3,3,3,1,0-2 yrs,0,0,16,3,Yes,1,6,0.5149881516587678,Moderate Risk,No,0
299,30,26-35,Female,Single,Marketing,Sales,Sales Executive,2,Travel_Frequently,6696,15,0,1,3,3,2,2,6,6-10 yrs,3,0,9,5,No,0,26,0.5751053185887309,Moderate Risk,Yes,1
300,29,26-35,Male,Single,Technical Degree,Research & Development,Research Scientist,1,Travel_Rarely,2058,14,0,3,3,4,2,3,6,6-10 yrs,2,1,7,0,No,0,1,0.45728541337546075,Moderate Risk,Yes,1
302,45,36-45,Female,Single,Medical,Sales,Sales Executive,3,Non-Travel,8865,12,0,4,4,4,3,2,19,11-20 yrs,7,12,23,6,No,0,6,0.21976171669299632,Genuinely Retained,No,0
303,54,46-60,Female,Married,Marketing,Sales,Sales Executive,2,Travel_Rarely,5940,14,1,1,4,4,3,3,6,6-10 yrs,2,0,16,2,No,0,3,0.5330674038967878,Moderate Risk,No,0
304,36,36-45,Male,Single,Life Sciences,Research & Development,Laboratory Technician,2,Travel_Rarely,5914,16,0,2,4,4,4,3,13,11-20 yrs,11,3,16,8,No,0,5,0.3825078988941548,Stable but Disengaged,No,0
305,33,26-35,Female,Married,Medical,Research & Development,Research Scientist,1,Travel_Rarely,2622,21,0,2,3,4,3,2,3,3-5 yrs,2,1,7,6,No,0,4,0.4921787783043708,Moderate Risk,No,0
306,37,36-45,Male,Divorced,Other,Research & Development,Research Director,3,Travel_Frequently,12185,14,3,4,2,3,3,3,10,6-10 yrs,8,0,10,1,Yes,1,11,0.5072959452343339,Moderate Risk,No,0
307,38,36-45,Male,Divorced,Life Sciences,Sales,Sales Executive,3,Travel_Rarely,10609,12,2,3,1,3,2,3,16,11-20 yrs,10,5,17,0,No,0,3,0.34222748815165877,Stable but Disengaged,No,0
308,31,26-35,Male,Married,Medical,Research & Development,Manufacturing Director,2,Non-Travel,4345,12,1,3,3,4,3,1,5,3-5 yrs,4,1,6,0,No,0,1,0.38569905213270145,Stable but Disengaged,No,0
309,59,46-60,Male,Married,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,2177,17,1,4,3,1,3,2,1,0-2 yrs,0,0,7,3,No,0,3,0.33519878883622956,Stable but Disengaged,No,0
311,37,36-45,Male,Divorced,Marketing,Sales,Sales Representative,1,Travel_Frequently,2793,17,1,4,1,3,3,3,9,6-10 yrs,8,5,13,4,No,0,4,0.3087111637704055,Stable but Disengaged,No,0
312,29,26-35,Female,Married,Medical,Sales,Sales Executive,3,Travel_Frequently,7918,14,1,4,2,4,3,3,11,11-20 yrs,10,4,11,1,No,0,1,0.2497353870458136,Genuinely Retained,No,0
314,35,26-35,Female,Single,Marketing,Sales,Sales Executive,3,Travel_Frequently,8789,14,0,3,3,1,4,3,10,6-10 yrs,7,0,10,1,No,0,1,0.2763954713006846,Stable but Disengaged,No,0
315,29,26-35,Male,Single,Medical,Research & Development,Research Scientist,1,Travel_Rarely,2389,13,0,4,3,3,2,2,4,3-5 yrs,3,0,4,1,Yes,1,18,0.6754660347551342,High Flight Risk,Yes,1
316,52,46-60,Female,Single,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,3212,15,0,4,3,2,2,2,2,0-2 yrs,2,2,6,7,No,0,2,0.3717983149025803,Stable but Disengaged,No,0
319,42,36-45,Male,Married,Technical Degree,Research & Development,Manager,5,Travel_Rarely,19232,11,0,4,3,4,3,3,22,20+ yrs,17,11,22,1,No,0,4,0.10307793575566088,Genuinely Retained,No,0
321,59,46-60,Male,Married,Medical,Human Resources,Human Resources,1,Travel_Rarely,2267,17,0,3,2,4,2,3,2,0-2 yrs,2,2,7,8,No,0,6,0.4650842548709847,Moderate Risk,No,0
323,50,46-60,Female,Divorced,Medical,Sales,Manager,5,Travel_Rarely,19517,11,1,4,4,3,2,3,7,6-10 yrs,0,0,32,3,No,0,1,0.18757635597682992,Genuinely Retained,No,0
325,33,26-35,Male,Married,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,2436,13,1,4,3,3,1,3,5,3-5 yrs,4,0,8,5,Yes,1,14,0.722471037388099,High Flight Risk,Yes,1
327,43,36-45,Female,Married,Marketing,Sales,Manager,4,Travel_Rarely,16064,22,1,4,4,3,3,3,17,11-20 yrs,13,1,22,5,Yes,1,16,0.44894286466561345,Stable but Disengaged,No,0
328,33,26-35,Female,Married,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,2707,20,0,1,1,1,4,3,9,6-10 yrs,7,1,13,7,No,0,2,0.5096169036334913,Moderate Risk,Yes,1
329,52,46-60,Male,Single,Life Sciences,Sales,Manager,5,Non-Travel,19068,18,0,3,1,4,4,2,33,20+ yrs,7,15,33,1,Yes,1,2,0.4106384939441811,Stable but Disengaged,No,0
330,32,26-35,Female,Married,Life Sciences,Sales,Sales Representative,1,Travel_Rarely,3931,11,1,2,3,1,3,3,4,3-5 yrs,3,1,6,2,No,0,4,0.4758925750394945,Moderate Risk,No,0
331,32,26-35,Male,Single,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,3730,14,0,3,4,4,1,2,3,3-5 yrs,2,1,4,0,Yes,1,1,0.7971761453396525,High Flight Risk,Yes,1
332,39,36-45,Female,Divorced,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,2232,14,3,3,3,3,3,3,3,3-5 yrs,2,1,7,7,No,0,1,0.41295286993154295,Stable but Disengaged,No,0
333,32,26-35,Male,Married,Marketing,Sales,Sales Executive,2,Non-Travel,4465,18,0,4,3,1,3,3,3,3-5 yrs,2,2,4,0,No,0,26,0.3061018957345972,Stable but Disengaged,No,0
334,41,36-45,Male,Divorced,Life Sciences,Research & Development,Research Scientist,2,Travel_Rarely,3072,16,2,1,3,1,2,3,1,0-2 yrs,0,0,17,2,No,0,19,0.6257727751448131,Moderate Risk,No,0
335,40,36-45,Male,Divorced,Technical Degree,Research & Development,Research Scientist,2,Travel_Rarely,3319,17,2,4,1,1,3,3,9,6-10 yrs,8,4,9,1,No,0,24,0.30317140600315956,Stable but Disengaged,No,0
336,45,36-45,Male,Married,Other,Research & Development,Manager,5,Travel_Rarely,19202,11,1,4,3,3,3,4,24,20+ yrs,0,1,25,0,No,0,1,0.09839389152185363,Genuinely Retained,No,0
337,31,26-35,Male,Divorced,Medical,Research & Development,Research Director,3,Travel_Frequently,13675,12,1,3,2,1,3,3,2,0-2 yrs,2,2,9,9,No,0,3,0.29493680884676143,Stable but Disengaged,No,0
